TRAP ID,Lat,Long
2136,42.668729,25.211953
2137,42.669057,25.211669
2139,42.669163,25.20959
2140,42.669082,25.209379
2141,42.668867,25.209511
2142,42.669066,25.210104
2143,42.668762,25.210203
2144,42.668955,25.208959
2146,42.669826,25.208677
2147,42.669703,25.208347
2148,42.669494,25.209564
2150,42.669521,25.210341
2151,42.669839,25.210427
2152,42.669956,25.210391
2153,42.670094,25.211061
2154,42.669325,25.216556
2158,42.66908,25.217868
2159,42.668774,25.22025
2161,42.667506,25.22419
2162,42.667893,25.225474
2163,42.667828,25.225681
2164,42.667951,25.225013
2166,42.667331,25.227525
2167,42.667298,25.227184
2169,42.666569,25.22691
2170,42.665486,25.229501
2171,42.667455,25.229477
2172,42.669379,25.221035
2173,42.669832,25.220595
2174,42.669892,25.219467
2175,42.669999,25.217956
2176,42.670388,25.220295
2181,42.669573,25.227297
2184,42.672407,25.206533
2186,42.673583,25.209285
2187,42.674849,25.208881
2191,42.671123,25.209256
2192,42.672266,25.212
2193,42.671916,25.212404
2194,42.672625,25.214142
2195,42.672804,25.215802
2196,42.672339,25.214926
3276,42.625356,25.276198
3500,42.662907,25.2123
3501,42.663553,25.213
3502,42.662653,25.212487
3503,42.662525,25.212575
3450,42.660387,25.214588
3504,42.660268,25.21403
3505,42.66093,25.214102
3506,42.65977,25.21413
3507,42.661513,25.212983
3509,42.665522,25.21118
3511,42.666337,25.210189
3512,42.666104,25.211998
3513,42.666043,25.212731
3514,42.665904,25.213024
3515,42.665772,25.213157
3277,42.666412,25.213284
3278,42.666463,25.213716
3279,42.665468,25.213453
3280,42.66566,25.214249
3281,42.665901,25.21488
3283,42.665408,25.216713
3284,42.665057,25.218375
3286,42.665324,25.218445
3287,42.6654,25.218797
3441,42.664748,25.219043
3288,42.664986,25.219667
3289,42.66462,25.220298
3291,42.66425,25.22149
3293,42.664151,25.223338
3294,42.663299,25.225526
3296,42.663629,25.227517
3297,42.663802,25.227399
3299,42.664949,25.221071
3301,42.66613,25.218613
3302,42.66655,25.21695
3303,42.666289,25.217242
3304,42.666964,25.216528
3305,42.666906,25.214292
3307,42.666608,25.213082
3308,42.66714,25.213379
3309,42.666396,25.212449
3310,42.666636,25.211737
3311,42.666836,25.211497
3312,42.667205,25.211422
3516,42.666747,25.211238
3517,42.666897,25.210148
3707,42.667532,25.21083
3709,42.667717,25.210005
3711,42.668218,25.211912
3712,42.668237,25.211527
3713,42.66807,25.211253
3714,42.668237,25.210868
3518,42.667588,25.213048
3716,42.668113,25.212795
3717,42.667893,25.213287
3718,42.667973,25.21319
3331,42.667447,25.213657
3332,42.667542,25.213573
3334,42.667577,25.216613
3336,42.667511,25.216044
3461,42.659055,25.220853
3437,42.658292,25.221022
3342,42.657442,25.220505
3343,42.657142,25.22076
3529,42.657415,25.221692
3344,42.65693,25.220975
3424,42.656728,25.221108
3338,42.656568,25.221222
3339,42.656893,25.221753
3423,42.655102,25.222017
3521,42.654795,25.22211
3520,42.654957,25.222503
3522,42.654185,25.222778
3355,42.653322,25.223002
3356,42.653453,25.222637
3093,42.654293,25.222272
3519,42.654203,25.22205
3527,42.65397,25.221935
3523,42.654577,25.221827
3524,42.655135,25.220805
3525,42.655388,25.221035
3429,42.655483,25.220955
3346,42.655422,25.220892
3367,42.655562,25.220912
3526,42.655863,25.220748
3337,42.656133,25.220722
3428,42.656017,25.220447
3368,42.656917,25.220362
3242,42.662238,25.21871
3351,42.662322,25.218957
3243,42.662075,25.219388
3528,42.661622,25.220078
3318,42.660625,25.220637
3432,42.659237,25.221343
3530,42.65942,25.220302
3345,42.658257,25.222192
3340,42.657543,25.222688
3531,42.656757,25.22269
3329,42.656137,25.22299
3532,42.656333,25.222887
3328,42.65583,25.223475
3327,42.655483,25.224087
3422,42.655722,25.225643
3341,42.65775,25.223572
3426,42.659827,25.222902
3435,42.65995,25.222715
3433,42.661057,25.221072
3317,42.660763,25.22168
3533,42.662075,25.22012
3347,42.661392,25.222188
3534,42.661303,25.222277
3316,42.660077,25.223237
3434,42.660107,25.22282
3352,42.660682,25.222972
3455,42.659555,25.224072
3319,42.659625,25.223353
3323,42.658265,25.226772
3315,42.659087,25.225923
3725,42.659093,25.226125
3321,42.658988,25.226258
3320,42.658823,25.226322
3322,42.65844,25.225767
3726,42.658592,25.22637
3350,42.659365,25.22606
3535,42.658887,25.225057
3324,42.659368,25.225343
3536,42.660753,25.225258
3537,42.668547,25.207025
3538,42.66845,25.207437
3539,42.668407,25.206563
3540,42.667867,25.204692
3541,42.66717,25.203205
3542,42.667288,25.203327
3543,42.667058,25.20366
3544,42.66764,25.203532
3673,42.665763,25.209448
3674,42.665608,25.209435
3675,42.665232,25.208678
3676,42.665492,25.208362
3677,42.665225,25.208243
3678,42.663795,25.207512
3679,42.663908,25.207338
3680,42.67322,25.22111
3681,42.671023,25.216573
3682,42.673728,25.229377
3683,42.67369,25.228063
3684,42.663157,25.206477
3685,42.663167,25.206368
3686,42.662922,25.205495
3687,42.662153,25.204287
3688,42.661335,25.204052
3689,42.660978,25.201163
3690,42.660765,25.200453
3691,42.66083,25.20025
3692,42.660937,25.200298
3693,42.661055,25.200118
3694,42.661178,25.200122
3695,42.661235,25.200228
3696,42.661317,25.20002
3697,42.662058,25.20067
3698,42.663073,25.200727
3699,42.6634,25.200423
3700,42.663878,25.200237
3510,42.666228,25.210239
3728,42.658277,25.227315
3244,42.663762,25.211882
4129,42.654338,25.322032
4133,42.657378,25.323907
4134,42.661367,25.347352
3354,42.583161,25.271235
3359,42.65246,25.278871
3361,42.654924,25.273325
3391,42.58822,25.406874
3400,42.550885,25.311543
3406,42.583466,25.271304
3407,42.582964,25.271255
3408,42.582823,25.271196
3409,42.583379,25.274337
3410,42.583049,25.274857
3417,42.591297,25.265278
3418,42.597591,25.258182
3419,42.589929,25.259989
3420,42.589709,25.260401
3421,42.587977,25.260772
3448,42.659325,25.210008
3449,42.66032,25.207001
3701,42.583265,25.26997
3702,42.583362,25.270741
3703,42.583312,25.271576
3704,42.580933,25.272059
3719,42.689035,25.370388
3720,42.689415,25.368942
3721,42.681669,25.354268
3722,42.590222,25.260639
3723,42.662397,25.210159
3729,42.658001,25.21016
3394,42.557681,25.422366
3395,42.558193,25.424228
3396,42.55676,25.43078
3397,42.555956,25.430317
3398,42.556503,25.432051
3545,42.667458,25.203983
3546,42.667048,25.204227
3547,42.667098,25.204618
3548,42.667307,25.20457
3549,42.667497,25.204415
3550,42.66644,25.20341
3551,42.66622,25.203288
3552,42.665758,25.204278
3553,42.665733,25.204107
3554,42.665677,25.203907
3555,42.665857,25.203908
3556,42.665915,25.203897
3557,42.666035,25.203887
3558,42.666105,25.203832
3559,42.665985,25.203587
3560,42.666087,25.203465
3561,42.66627,25.203992
3562,42.666372,25.203962
3563,42.666487,25.203938
3564,42.666642,25.20339
3565,42.665825,25.203303
3566,42.665727,25.203122
3568,42.665667,25.203418
3567,42.665615,25.203233
3569,42.666195,25.204538
3570,42.665945,25.204443
3571,42.666807,25.20409
3572,42.665322,25.202695
3573,42.665472,25.202903
3574,42.665902,25.2029
3575,42.666052,25.202775
3576,42.666218,25.202528
3577,42.666442,25.202657
3579,42.666978,25.202037
3580,42.667193,25.202657
3581,42.666825,25.202203
3582,42.666978,25.202548
3583,42.666702,25.202308
3578,42.66668,25.202517
3584,42.665362,25.20307
3585,42.665218,25.203812
3586,42.664883,25.203807
3588,42.664802,25.204195
3587,42.665502,25.203798
3589,42.665517,25.204125
3590,42.665132,25.204245
3591,42.664928,25.204372
3592,42.665367,25.204493
3593,42.665628,25.204423
3594,42.665217,25.204867
3595,42.665815,25.204762
3596,42.665843,25.205065
3597,42.665593,25.205033
3598,42.665368,25.205323
3599,42.66555,25.205643
3600,42.665893,25.20672
3601,42.665753,25.206445
3602,42.666168,25.20709
3603,42.66637,25.207952
3604,42.666693,25.208955
3605,42.682245,25.234317
3606,42.682553,25.235165
3607,42.68305,25.234265
3608,42.683395,25.234255
3609,42.68198,25.234838
3610,42.681755,25.234317
3611,42.681403,25.234232
3612,42.681188,25.235352
3613,42.681035,25.235415
3614,42.680967,25.23528
3615,42.680858,25.235413
3616,42.679945,25.23556
3617,42.679838,25.235572
3618,42.6795,25.234945
3619,42.679097,25.235128
3620,42.678985,25.234687
3621,42.678292,25.236415
3622,42.674482,25.236742
3623,42.674942,25.235947
3624,42.677498,25.23354
3625,42.677735,25.233975
3626,42.678688,25.234603
3627,42.678448,25.234642
3628,42.679757,25.234033
3629,42.679472,25.233538
3630,42.680128,25.232838
3631,42.680498,25.23237
3632,42.682028,25.232055
3633,42.682222,25.230878
3634,42.680083,25.231365
3636,42.679598,25.231595
3635,42.677808,25.2322
3637,42.677333,25.232822
3638,42.666033,25.209888
3639,42.666088,25.209578
3641,42.666113,25.209055
3640,42.665937,25.209172
3642,42.666265,25.209253
3643,42.666378,25.209215
3644,42.665965,25.208843
3645,42.665863,25.208937
3646,42.665483,25.208908
3647,42.666043,25.208433
3648,42.666002,25.20815
3649,42.66572,25.207728
3650,42.665413,25.2078
3652,42.665333,25.207442
3651,42.665585,25.207327
3653,42.664808,25.205045
3654,42.66517,25.202957
3656,42.66395,25.203585
3655,42.663898,25.203355
3657,42.663637,25.203332
3658,42.663407,25.204063
3659,42.663528,25.205033
3660,42.663827,25.205155
3661,42.663528,25.205427
3662,42.664562,25.207933
3663,42.664315,25.208197
3664,42.66479,25.20836
3665,42.664842,25.208718
3666,42.664587,25.2089
3667,42.664835,25.209013
3668,42.664727,25.208972
3669,42.665085,25.209317
3670,42.665443,25.209748
3671,42.665843,25.209835
3672,42.665677,25.2097
